id,number,started_at,manufactured_at,line,SMMainGroup,product_group,product_material,felt_speed,revs,scrap_rate,sheets,cosmos_flow_inlet,cosmos_flow_outlet,cosmos_flow_diff,cosmos_solids,cosmos_feed_age,tread_roll_pressure,tread_roll_left_nip_pressure,tread_roll_right_nip_pressure,feed_age,cement_batch_setpoint,silica_batch_setpoint,pulp_batch_setpoint,spheres_batch_setpoint,cement_batch_error,silica_batch_error,pulp_batch_error,additive_1_batch_setpoint,additive_1_batch_error,greensheet_test_moisture,agipulper_flow_rate,sludge_rec_flow,machine_cone_1_underflow,cosmos_coat_weight,cosmos_coat_weight_set_point,agipulper_percent_solids,main_vac,innertub_1_5,inner_tub_6_9,flocculent_flow,pulp_freeness,pulp_consistency,silica_sa,silica_40micron,lda_filtration_time,lda_bulk_density,lda_solids,cosmos_cement_sp,cosmos_cement_error,cosmos_silica_sp,cosmos_silica_error,feed_temperature,machine_cone_solids,mor,mor_filled,mor_in_spec,ilb,ilb_filled,ilb_in_spec,cosmos_fracture
389573,863277,12/5/2018 19:33,12/5/2018 20:02,SM3,2000036,Plank,5/16TexturedPlankB4,334.995,3,20,108,0,0,0,0,0,32.22795,33.1752,31.2807,0,860.7,1818,6389.38,0,-0.42,-3.0062,-0.1796,104.7,-0.2515,,302.533,73.7507,426.111,0,0,21.6417,0,0,0,0,483.975,3.256,333.508,82.3,0,0,0,0,0,0,0,0,0,9.8385,9.8385,1,0.976,0.976,1,0
389574,863278,12/5/2018 19:33,12/5/2018 20:02,SM3,2000036,Plank,5/16TexturedPlankB4,334.995,3,20,108,0,0,0,0,0,32.22795,33.1752,31.2807,0,860.7,1818,6389.38,0,-0.42,-3.0062,-0.1796,104.7,-0.2515,,302.533,73.7507,426.111,0,0,21.6417,0,0,0,0,483.975,3.256,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389577,690915,12/5/2018 19:54,12/5/2018 20:15,SM2,2007103,4/4Trim,4/4SmoothTrimD16,288.46,7,0,36,105.62,91.4376,14.1828,26.4061,10.61,32.90985,31.9299,33.8898,9.4921,832,887,5661,230,-0.6784,-0.3627,1.5216,44,-0.1314,,661.827,-0.3125,1220.93,10.0045,10,17.0949,88,20,90,16.09,534.072,3.376,333.508,82.3,23,221.191,6.93,401,4.5833,215,-0.338,110.281,10.5941,10.665,10.665,1,1.5885,1.5885,1,76
389578,690916,12/5/2018 19:54,12/5/2018 20:15,SM2,2007103,4/4Trim,4/4SmoothTrimD16,288.46,7,0,36,105.62,91.4376,14.1828,26.4061,10.61,32.90985,31.9299,33.8898,9.4921,832,887,5661,230,-0.6784,-0.3627,1.5216,44,-0.1314,,661.827,-0.3125,1220.93,10.0045,10,17.0949,88,20,90,16.09,534.072,3.376,333.508,82.3,23,221.191,6.93,401,4.5833,215,-0.338,110.281,10.5941,,10.665,1,,1.5885,1,76
389575,486327,12/5/2018 19:47,12/5/2018 20:16,SM1,2000063,Plank,5/16CemplankA1,296.545,3,0,90,-0.1387,91.151,0.0031,14.9399,0,35.02725,36.0965,33.958,10.8439,1050,1597,7294,1571,0.7029,0.3783,39.8623,105,-1.2362,,380.457,58.1915,993.671,0.0031,6.5,22.4055,0,0,0,14.0489,534.072,3.376,333.508,82.3,23,221.191,6.93,0,0,0,0,115.149,0,,11.915,1,,1.0625,1,0
389576,486328,12/5/2018 19:47,12/5/2018 20:16,SM1,2000063,Plank,5/16CemplankA1,296.545,3,0,90,-0.1387,91.151,0.0031,14.9399,0,35.02725,36.0965,33.958,10.8439,1050,1597,7294,1571,0.7029,0.3783,39.8623,105,-1.2362,,380.457,58.1915,993.671,0.0031,6.5,22.4055,0,0,0,14.0489,534.072,3.376,333.508,82.3,23,221.191,6.93,0,0,0,0,115.149,0,,11.915,1,,1.0625,1,0
389579,863279,12/5/2018 20:02,12/5/2018 20:31,SM3,2000036,Plank,5/16TexturedPlankB4,331.096,3,12,120,0,0,0,0,0,32.2259,33.1688,31.283,0,860.7,1818,6389.38,0,-2.7048,-2.7187,-0.1096,104.7,0.1803,,302.2,71.7049,424.928,0,0,23.1903,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389580,863280,12/5/2018 20:02,12/5/2018 20:31,SM3,2000036,Plank,5/16TexturedPlankB4,331.096,3,12,120,0,0,0,0,0,32.2259,33.1688,31.283,0,860.7,1818,6389.38,0,-2.7048,-2.7187,-0.1096,104.7,0.1803,,302.2,71.7049,424.928,0,0,23.1903,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389581,690917,12/5/2018 20:16,12/5/2018 20:37,SM2,2007103,4/4Trim,4/4SmoothTrimD16,288.475,7,0,36,106.178,92.0056,14.1719,26.4062,10.9025,32.9201,31.9422,33.898,9.3008,832,887,5621,230,1.362,-0.1057,-5.184,44,0,65.58,665.281,4.8353,1211.57,9.9988,10,17.1384,88,20,90,16.0863,534.072,3.376,333.508,82.3,23,221.191,6.93,401,6.1624,215,0.0687,109.864,10.6297,,10.665,1,,1.5885,1,76
389582,690918,12/5/2018 20:16,12/5/2018 20:37,SM2,2007103,4/4Trim,4/4SmoothTrimD16,288.475,7,0,36,106.178,92.0056,14.1719,26.4062,10.9025,32.9201,31.9422,33.898,9.3008,832,887,5621,230,1.362,-0.1057,-5.184,44,0,,665.281,4.8353,1211.57,9.9988,10,17.1384,88,20,90,16.0863,534.072,3.376,333.508,82.3,23,221.191,6.93,401,6.1624,215,0.0687,109.864,10.6297,,10.665,1,,1.5885,1,76
389585,690919,12/5/2018 20:37,12/5/2018 20:59,SM2,2007103,4/4Trim,4/4SmoothTrimD16,288.479,7,0,37,107.109,93.1229,14.08,26.4063,11.8082,32.91835,31.9413,33.8954,9.1898,832,887,5581,230,-0.4038,0.1212,0.6712,44,0.0308,,666.587,-0.3035,1191.88,9.939,10,17.1322,87.8297,20,90,16.019,534.62,3.565,333.508,82.3,23,221.191,6.93,401,4.641,215,0.7196,110.069,10.6718,,10.665,1,,1.5885,1,76
389586,690920,12/5/2018 20:37,12/5/2018 20:59,SM2,2007103,4/4Trim,4/4SmoothTrimD16,288.479,7,0,37,107.109,93.1229,14.08,26.4063,11.8082,32.91835,31.9413,33.8954,9.1898,832,887,5581,230,-0.4038,0.1212,0.6712,44,0.0308,,666.587,-0.3035,1191.88,9.939,10,17.1322,87.8297,20,90,16.019,534.62,3.565,333.508,82.3,23,221.191,6.93,401,4.641,215,0.7196,110.069,10.6718,,10.665,1,,1.5885,1,76
389583,863281,12/5/2018 20:31,12/5/2018 21:02,SM3,2000036,Plank,5/16TexturedPlankB4,330.007,3,10,120,0,0,0,0,0,32.2215,33.1617,31.2813,0,860.7,1818,6297.84,0,-1.4799,-2.2945,0.3596,104.7,-0.2536,,305.232,74.4327,433.153,0,0,22.294,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389584,863282,12/5/2018 20:31,12/5/2018 21:02,SM3,2000036,Plank,5/16TexturedPlankB4,330.007,3,10,120,0,0,0,0,0,32.2215,33.1617,31.2813,0,860.7,1818,6297.84,0,-1.4799,-2.2945,0.3596,104.7,-0.2536,,305.232,74.4327,433.153,0,0,22.294,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389587,486329,12/5/2018 20:39,12/5/2018 21:04,SM1,2000063,Plank,5/16CemplankA1,297.435,3,12,96,-0.1245,93.3558,0.0052,14.9397,0,35.04105,36.1058,33.9763,10.4466,1050,1597,7220.5,1571,-0.4258,-3.5387,18.6548,105,-1,42.11,388.301,58.0644,972.614,0.0048,6.5,24.1519,0,0,0,13.9819,534.62,3.565,333.508,82.3,23,221.191,6.93,0,0,0,0,109.168,0,,11.915,1,,1.0625,1,0
389588,486330,12/5/2018 20:39,12/5/2018 21:04,SM1,2000063,Plank,5/16CemplankA1,297.435,3,12,96,-0.1245,93.3558,0.0052,14.9397,0,35.04105,36.1058,33.9763,10.4466,1050,1597,7220.5,1571,-0.4258,-3.5387,18.6548,105,-1,,388.301,58.0644,972.614,0.0048,6.5,24.1519,0,0,0,13.9819,534.62,3.565,333.508,82.3,23,221.191,6.93,0,0,0,0,109.168,0,,11.915,1,,1.0625,1,0
389589,690921,12/5/2018 21:00,12/5/2018 21:21,SM2,2007103,4/4Trim,4/4SmoothTrimD16,291.948,7,2,36,107.706,93.3654,14.3405,26.4068,10.6599,32.9199,31.9408,33.899,9.345,832,887,5581,230,-0.426,0.1617,3.4497,44,-0.0493,,668.957,-0.3123,1189.79,9.9925,10,17.102,85,20,90,16.127,534.62,3.565,333.508,82.3,23,221.191,6.93,401,4.1583,215,0.3506,109.956,10.6446,,10.665,1,,1.5885,1,76
389590,690922,12/5/2018 21:00,12/5/2018 21:21,SM2,2007103,4/4Trim,4/4SmoothTrimD16,291.948,7,2,36,107.706,93.3654,14.3405,26.4068,10.6599,32.9199,31.9408,33.899,9.345,832,887,5581,230,-0.426,0.1617,3.4497,44,-0.0493,,668.957,-0.3123,1189.79,9.9925,10,17.102,85,20,90,16.127,534.62,3.565,333.508,82.3,23,221.191,6.93,401,4.1583,215,0.3506,109.956,10.6446,,10.665,1,,1.5885,1,76
389591,863283,12/5/2018 21:02,12/5/2018 21:31,SM3,2000036,Plank,5/16TexturedPlankB4,330.007,3,6,121,0,0,0,0,0,32.2033,33.1442,31.2624,0,860.7,1818,6206.3,0,-2.2151,-2.8385,-0.1531,104.7,-0.0793,36.9,276.95,71.1766,433.998,0,0,22.109,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389592,863284,12/5/2018 21:02,12/5/2018 21:31,SM3,2000036,Plank,5/16TexturedPlankB4,330.007,3,6,121,0,0,0,0,0,32.2033,33.1442,31.2624,0,860.7,1818,6206.3,0,-2.2151,-2.8385,-0.1531,104.7,-0.0793,,276.95,71.1766,433.998,0,0,22.109,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389595,690923,12/5/2018 21:21,12/5/2018 21:42,SM2,2007103,4/4Trim,4/4SmoothTrimD16,292.432,7,0,36,108.627,94.2759,14.3515,26.407,10.6825,32.92065,31.9428,33.8985,9.3192,832,887,5581,230,0.8549,0.0974,-4.9066,44,0.1451,,661.43,4.0715,1204.08,9.9889,10,17.1458,85,20,90,16.0755,534.62,3.565,333.508,82.3,23,221.191,6.93,401,5.5847,215,-0.5833,110.069,10.6214,,10.665,1,,1.5885,1,76
389596,690924,12/5/2018 21:21,12/5/2018 21:42,SM2,2007103,4/4Trim,4/4SmoothTrimD16,292.432,7,0,36,108.627,94.2759,14.3515,26.407,10.6825,32.92065,31.9428,33.8985,9.3192,832,887,5581,230,0.8549,0.0974,-4.9066,44,0.1451,,661.43,4.0715,1204.08,9.9889,10,17.1458,85,20,90,16.0755,534.62,3.565,333.508,82.3,23,221.191,6.93,401,5.5847,215,-0.5833,110.069,10.6214,,10.665,1,,1.5885,1,76
389593,486331,12/5/2018 21:05,12/5/2018 21:43,SM1,2000063,Plank,5/16CemplankA1,299.101,3,8,97,-0.131,94.1447,0.0042,14.9398,0,35.0274,36.0888,33.966,9.3915,1050,1597,7147,1571,0.5877,-3.9881,18.3496,105,-1,,382.327,64.3916,1040.09,0.0029,6.5,24.293,0,0,0,14.0304,534.62,3.565,333.508,82.3,23,221.191,6.93,0,0,0,0,110.251,0,,11.915,1,,1.0625,1,0
389594,486332,12/5/2018 21:05,12/5/2018 21:43,SM1,2000063,Plank,5/16CemplankA1,299.101,3,8,97,-0.131,94.1447,0.0042,14.9398,0,35.0274,36.0888,33.966,9.3915,1050,1597,7147,1571,0.5877,-3.9881,18.3496,105,-1,,382.327,64.3916,1040.09,0.0029,6.5,24.293,0,0,0,14.0304,534.62,3.565,333.508,82.3,23,221.191,6.93,0,0,0,0,110.251,0,,11.915,1,,1.0625,1,0
389599,690925,12/5/2018 21:43,12/5/2018 22:07,SM2,2007103,4/4Trim,4/4SmoothTrimD16,292.378,7,0,42,108.159,93.7803,14.3789,26.407,10.9428,32.91945,31.9401,33.8988,9.1955,832,887,5581,230,0.416,0.2886,-0.7233,44,0.3073,63.75,666.74,-0.3085,1205.2,10.0111,10,17.1599,84.2248,20,90,16.0384,534.62,3.565,333.508,82.3,23,221.191,6.93,401,5.431,215,0.4566,109.985,10.615,,10.665,1,,1.5885,1,76
389600,690926,12/5/2018 21:43,12/5/2018 22:07,SM2,2007103,4/4Trim,4/4SmoothTrimD16,292.378,7,0,42,108.159,93.7803,14.3789,26.407,10.9428,32.91945,31.9401,33.8988,9.1955,832,887,5581,230,0.416,0.2886,-0.7233,44,0.3073,,666.74,-0.3085,1205.2,10.0111,10,17.1599,84.2248,20,90,16.0384,534.62,3.565,333.508,82.3,23,221.191,6.93,401,5.431,215,0.4566,109.985,10.615,,10.665,1,,1.5885,1,76
389597,863285,12/5/2018 21:31,12/5/2018 22:08,SM3,2000036,Plank,5/16TexturedPlankB4,329.168,3,16,120,0,0,0,0,0,32.19215,33.132,31.2523,0,860.7,1818,6206.3,0,-1.012,-1.909,0.169,104.7,-0.1527,,278.029,81.2646,429.314,0,0,22.6827,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389598,863286,12/5/2018 21:31,12/5/2018 22:08,SM3,2000036,Plank,5/16TexturedPlankB4,329.168,3,16,120,0,0,0,0,0,32.19215,33.132,31.2523,0,860.7,1818,6206.3,0,-1.012,-1.909,0.169,104.7,-0.1527,,278.029,81.2646,429.314,0,0,22.6827,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389601,486333,12/5/2018 21:44,12/5/2018 22:09,SM1,2000063,Plank,5/16CemplankA1,299.298,3,16,96,-0.138,93.6749,0.0048,14.9399,0,35.02315,36.0795,33.9668,10.1721,1050,1597,7147,1571,-0.3462,-3.2559,18.2375,105,-0.8528,,385.007,59.6493,1052.94,0.0036,6.5,23.9544,0,0,0,13.944,534.62,3.565,333.508,82.3,23,221.191,6.93,0,0,0,0,112.765,0,,11.915,1,,1.0625,1,0
389602,486334,12/5/2018 21:44,12/5/2018 22:09,SM1,2000063,Plank,5/16CemplankA1,299.298,3,16,96,-0.138,93.6749,0.0048,14.9399,0,35.02315,36.0795,33.9668,10.1721,1050,1597,7147,1571,-0.3462,-3.2559,18.2375,105,-0.8528,,385.007,59.6493,1052.94,0.0036,6.5,23.9544,0,0,0,13.944,534.62,3.565,333.508,82.3,23,221.191,6.93,0,0,0,0,112.765,0,,11.915,1,,1.0625,1,0
389603,690927,12/5/2018 22:08,12/5/2018 22:33,SM2,2007103,4/4Trim,4/4SmoothTrimD16,292.393,7,0,43,102.281,87.9651,14.3392,26.407,11.1958,32.92595,31.9476,33.9043,9.3706,832,887,5581,230,-0.6711,0.7379,-0.9132,44,0.2554,,662.855,-0.3069,1208.07,9.9864,10,17.1213,80,20,90,16.0464,534.62,3.565,333.508,82.3,23,221.191,6.93,401,5.2443,215,-0.0249,109.931,10.5961,,10.665,1,,1.5885,1,76
389604,690928,12/5/2018 22:08,12/5/2018 22:33,SM2,2007103,4/4Trim,4/4SmoothTrimD16,292.393,7,0,43,102.281,87.9651,14.3392,26.407,11.1958,32.92595,31.9476,33.9043,9.3706,832,887,5581,230,-0.6711,0.7379,-0.9132,44,0.2554,,662.855,-0.3069,1208.07,9.9864,10,17.1213,80,20,90,16.0464,534.62,3.565,333.508,82.3,23,221.191,6.93,401,5.2443,215,-0.0249,109.931,10.5961,,10.665,1,,1.5885,1,76
389607,486335,12/5/2018 22:09,12/5/2018 22:33,SM1,2000063,Plank,5/16CemplankA1,301.07,3,8,96,-0.1435,87.7763,0.0065,14.9398,0,35.01205,36.0726,33.9515,10.4914,1050,1597,7147,1571,-0.8943,-1.2288,18.2496,105,-1,40.3,387.504,62.4792,1061.95,0.0032,6.5,24.2064,0,0,0,13.9747,534.62,3.565,333.508,82.3,23,221.191,6.93,0,0,0,0,113.815,0,11.805,11.805,1,1.5725,1.5725,1,0
389608,486336,12/5/2018 22:09,12/5/2018 22:33,SM1,2000063,Plank,5/16CemplankA1,301.07,3,8,96,-0.1435,87.7763,0.0065,14.9398,0,35.01205,36.0726,33.9515,10.4914,1050,1597,7147,1571,-0.8943,-1.2288,18.2496,105,-1,,387.504,62.4792,1061.95,0.0032,6.5,24.2064,0,0,0,13.9747,534.62,3.565,333.508,82.3,23,221.191,6.93,0,0,0,0,113.815,0,,11.805,1,,1.5725,1,0
389605,863287,12/5/2018 22:08,12/5/2018 22:35,SM3,2000036,Plank,5/16TexturedPlankB4,329.984,3,2,120,0,0,0,0,0,32.1761,33.1149,31.2373,0,860.7,1818,6206.3,0,-3.4753,-1.6466,0.1219,104.7,-0.6322,,265.445,72.4818,432.888,0,0,21.7218,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389606,863288,12/5/2018 22:08,12/5/2018 22:35,SM3,2000036,Plank,5/16TexturedPlankB4,329.984,3,2,120,0,0,0,0,0,32.1761,33.1149,31.2373,0,860.7,1818,6206.3,0,-3.4753,-1.6466,0.1219,104.7,-0.6322,,265.445,72.4818,432.888,0,0,21.7218,0,0,0,0,486.471,3.592,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389611,486337,12/5/2018 22:33,12/5/2018 23:00,SM1,2000063,Plank,5/16CemplankA1,301.055,3,4,108,-0.1344,89.1549,0.0064,14.9398,0,34.99885,36.0609,33.9368,10.3825,1050,1597,7147,1571,1.2826,-0.9608,18.4788,105,-1,,379.979,58.1727,1025.64,0.003,6.5,22.6922,0,0,0,14.06,532.694,3.459,333.508,82.3,23,221.191,6.93,0,0,0,0,114.076,0,,11.805,1,,1.5725,1,0
389612,486338,12/5/2018 22:33,12/5/2018 23:00,SM1,2000063,Plank,5/16CemplankA1,301.055,3,4,108,-0.1344,89.1549,0.0064,14.9398,0,34.99885,36.0609,33.9368,10.3825,1050,1597,7147,1571,1.2826,-0.9608,18.4788,105,-1,,379.979,58.1727,1025.64,0.003,6.5,22.6922,0,0,0,14.06,532.694,3.459,333.508,82.3,23,221.191,6.93,0,0,0,0,114.076,0,,11.805,1,,1.5725,1,0
389609,690929,12/5/2018 22:33,12/5/2018 23:01,SM2,2007103,4/4Trim,4/4SmoothTrimD16,292.741,7,10,42,103.707,89.3222,14.3851,26.4071,10.2105,32.92095,31.9461,33.8958,9.5422,832,887,5605,230,-0.4284,-0.2745,1.1086,44,-0.0679,64.63,682.532,2.8962,1245.88,10.0027,10,17.2164,81.1695,20,90,16.1546,532.694,3.459,333.508,82.3,23,221.191,6.93,401,6.4917,215,0.2803,109.959,10.5151,11.396,11.396,1,1.7065,1.7065,1,86
389610,690930,12/5/2018 22:33,12/5/2018 23:01,SM2,2007103,4/4Trim,4/4SmoothTrimD16,292.741,7,10,42,103.707,89.3222,14.3851,26.4071,10.2105,32.92095,31.9461,33.8958,9.5422,832,887,5605,230,-0.4284,-0.2745,1.1086,44,-0.0679,,682.532,2.8962,1245.88,10.0027,10,17.2164,81.1695,20,90,16.1546,532.694,3.459,333.508,82.3,23,221.191,6.93,401,6.4917,215,0.2803,109.959,10.5151,,11.396,1,,1.7065,1,86
389613,863289,12/5/2018 22:36,12/5/2018 23:03,SM3,2000036,Plank,5/16TexturedPlankB4,330.997,3,0,120,0,0,0,0,0,32.1655,33.1045,31.2265,0,860.7,1818,6288.45,0,-3.3339,-2.5131,0.0691,104.7,0.2508,,270.929,71.1962,433.838,0,0,21.192,0,0,0,0,455.409,3.352,333.508,82.3,0,0,0,0,0,0,0,0,0,,9.8385,1,,0.976,1,0
389614,863290,12/5/2018 22:36,12/5/2018 23:03,SM3,2000036,Plank,5/16TexturedPlankB4,330.997,3,0,120,0,0,0,0,0,32.1655,33.1045,31.2265,0,860.7,1818,6288.45,0,-3.3339,-2.5131,0.0691,104.7,0.2508,,270.929,71.1962,433.838,0,0,21.192,0,0,0,0,455.409,3.352,333.508,82.3,0,0,0,0,0,0,0,0,0,10.438,10.438,1,1.38,1.38,1,0
389617,690931,12/5/2018 23:01,12/5/2018 23:26,SM2,2007103,4/4Trim,4/4SmoothTrimD16,293.303,7,0,42,107.636,93.2405,14.3957,26.4068,9.4366,32.9188,31.9432,33.8944,9.6591,832,887,5629,230,-0.7291,0.3509,-0.3918,44,0.1346,,667.075,-0.3012,1258.53,9.9912,10,17.1314,83,20,90,16.0404,532.694,3.459,333.508,82.3,23,221.191,6.93,401,4,215,0.2807,110.04,10.5269,,11.396,1,,1.7065,1,86
389618,690932,12/5/2018 23:01,12/5/2018 23:26,SM2,2007103,4/4Trim,4/4SmoothTrimD16,293.303,7,0,42,107.636,93.2405,14.3957,26.4068,9.4366,32.9188,31.9432,33.8944,9.6591,832,887,5629,230,-0.7291,0.3509,-0.3918,44,0.1346,,667.075,-0.3012,1258.53,9.9912,10,17.1314,83,20,90,16.0404,532.694,3.459,333.508,82.3,23,221.191,6.93,401,4,215,0.2807,110.04,10.5269,,11.396,1,,1.7065,1,86
389615,486339,12/5/2018 23:00,12/5/2018 23:27,SM1,2000063,Plank,5/16CemplankA1,297.455,3,2,110,-0.1361,93.2299,0.0062,14.9398,0,34.99275,36.0513,33.9342,10.2434,1050,1597,7147,1571,0.2573,0.9553,18.9923,105,-1.3929,,366.173,2.0157,976.791,0.004,6.5,22.4701,0,0,0,14.0188,532.694,3.459,333.508,82.3,23,221.191,6.93,0,0,0,0,115.181,0,,11.805,1,,1.5725,1,0
389616,486340,12/5/2018 23:00,12/5/2018 23:27,SM1,2000063,Plank,5/16CemplankA1,297.455,3,2,110,-0.1361,93.2299,0.0062,14.9398,0,34.99275,36.0513,33.9342,10.2434,1050,1597,7147,1571,0.2573,0.9553,18.9923,105,-1.3929,,366.173,2.0157,976.791,0.004,6.5,22.4701,0,0,0,14.0188,532.694,3.459,333.508,82.3,23,221.191,6.93,0,0,0,0,115.181,0,,11.805,1,,1.5725,1,0
389619,863291,12/5/2018 23:03,12/5/2018 23:43,SM3,2000036,Plank,5/16TexturedPlankB4,331.541,3,2,126,0,0,0,0,0,32.2194,33.1477,31.2911,0,860.7,1818,6370.59,0,-2.2927,-1.3488,-0.3948,104.7,-0.8403,,253.545,78.9218,421.099,0,0,21.5724,0,0,0,0,455.409,3.352,333.508,82.3,0,0,0,0,0,0,0,0,0,,10.438,1,,1.38,1,0
389620,863292,12/5/2018 23:03,12/5/2018 23:43,SM3,2000036,Plank,5/16TexturedPlankB4,331.541,3,2,126,0,0,0,0,0,32.2194,33.1477,31.2911,0,860.7,1818,6370.59,0,-2.2927,-1.3488,-0.3948,104.7,-0.8403,,253.545,78.9218,421.099,0,0,21.5724,0,0,0,0,455.409,3.352,333.508,82.3,0,0,0,0,0,0,0,0,0,,10.438,1,,1.38,1,0
389621,690933,12/5/2018 23:26,12/5/2018 23:52,SM2,2007103,4/4Trim,4/4SmoothTrimD16,294.799,7,4,42,104.858,90.6328,14.4224,26.4068,11.9135,32.92135,31.9559,33.8868,9.3626,832,887,5629,230,0.5661,-0.2431,-0.4861,44,-0.0914,63.41,672.451,2.2797,1246.61,9.9677,10,17.1562,83,20,90,16.045,532.694,3.459,333.508,82.3,23,221.191,6.93,401,4,215,0.4542,109.977,10.527,,11.396,1,,1.7065,1,86
389622,690934,12/5/2018 23:26,12/5/2018 23:52,SM2,2007103,4/4Trim,4/4SmoothTrimD16,294.799,7,4,42,104.858,90.6328,14.4224,26.4068,11.9135,32.92135,31.9559,33.8868,9.3626,832,887,5629,230,0.5661,-0.2431,-0.4861,44,-0.0914,,672.451,2.2797,1246.61,9.9677,10,17.1562,83,20,90,16.045,532.694,3.459,333.508,82.3,23,221.191,6.93,401,4,215,0.4542,109.977,10.527,,11.396,1,,1.7065,1,86
389623,486341,12/5/2018 23:28,12/5/2018 23:54,SM1,2000063,Plank,5/16CemplankA1,296.064,3,4,108,-0.1337,90.1654,0.0063,14.9397,0,34.98695,36.0421,33.9318,9.8562,1050,1597,7147,1571,0.5839,-0.4984,18.778,105,-1.132,,358.025,85.3362,972.654,0.0035,6.5,22.4311,0,0,0,13.9718,532.694,3.459,333.508,82.3,23,221.191,6.93,0,0,0,0,114.624,0,,11.805,1,,1.5725,1,0
389624,486342,12/5/2018 23:28,12/5/2018 23:54,SM1,2000063,Plank,5/16CemplankA1,296.064,3,4,108,-0.1337,90.1654,0.0063,14.9397,0,34.98695,36.0421,33.9318,9.8562,1050,1597,7147,1571,0.5839,-0.4984,18.778,105,-1.132,,358.025,85.3362,972.654,0.0035,6.5,22.4311,0,0,0,13.9718,532.694,3.459,333.508,82.3,23,221.191,6.93,0,0,0,0,114.624,0,,11.805,1,,1.5725,1,0
389625,863295,12/5/2018 23:43,12/6/2018 0:11,SM3,2000036,Plank,5/16TexturedPlankB4,329.996,3,0,120,0,0,0,0,0,32.28105,33.1917,31.3704,0,860.7,1818,6370.59,0,-1.089,-2.4071,0.1906,104.7,-0.3631,,253.841,71.7533,435.114,0,0,21.4759,0,0,0,0,455.409,3.352,333.508,82.3,0,0,0,0,0,0,0,0,0,,10.438,1,,1.38,1,0
389626,863296,12/5/2018 23:43,12/6/2018 0:11,SM3,2000036,Plank,5/16TexturedPlankB4,329.996,3,0,120,0,0,0,0,0,32.28105,33.1917,31.3704,0,860.7,1818,6370.59,0,-1.089,-2.4071,0.1906,104.7,-0.3631,,253.841,71.7533,435.114,0,0,21.4759,0,0,0,0,455.409,3.352,333.508,82.3,0,0,0,0,0,0,0,0,0,,10.438,1,,1.38,1,0
389627,690935,12/5/2018 23:52,12/6/2018 0:16,SM2,2007103,4/4Trim,4/4SmoothTrimD16,300.208,7,0,43,103.3,88.5458,14.7537,26.4072,10.3652,32.91875,31.9605,33.877,9.4759,832,887,5629,230,-0.7273,-0.036,-1.8456,44,0,,670.7,-0.3054,1245,10.0012,10,17.1914,83,20,90,16.1398,532.694,3.459,333.508,82.3,23,221.191,6.93,401,5.1916,215,0.0839,110.09,10.5435,,11.396,1,,1.7065,1,86
389628,690936,12/5/2018 23:52,12/6/2018 0:16,SM2,2007103,4/4Trim,4/4SmoothTrimD16,300.208,7,0,43,103.3,88.5458,14.7537,26.4072,10.3652,32.91875,31.9605,33.877,9.4759,832,887,5629,230,-0.7273,-0.036,-1.8456,44,0,,670.7,-0.3054,1245,10.0012,10,17.1914,83,20,90,16.1398,532.694,3.459,333.508,82.3,23,221.191,6.93,401,5.1916,215,0.0839,110.09,10.5435,,11.396,1,,1.7065,1,86
389629,486343,12/5/2018 23:55,12/6/2018 0:21,SM1,2000063,Plank,5/16CemplankA1,296.103,3,2,108,-0.1412,88.9559,0.0037,14.9397,0,34.97305,36.0274,33.9187,10.0246,1050,1597,7147,1571,-0.6854,-0.0171,18.9969,105,-1.3349,,356.49,38.13,1045.6,0.0039,6.5,22.4626,0,0,0,13.9592,532.694,3.459,333.508,82.3,23,221.191,6.93,0,0,0,0,115.229,0,,11.805,1,,1.5725,1,0
389630,486344,12/5/2018 23:55,12/6/2018 0:21,SM1,2000063,Plank,5/16CemplankA1,296.103,3,2,108,-0.1412,88.9559,0.0037,14.9397,0,34.97305,36.0274,33.9187,10.0246,1050,1597,7147,1571,-0.6854,-0.0171,18.9969,105,-1.3349,,356.49,38.13,1045.6,0.0039,6.5,22.4626,0,0,0,13.9592,532.694,3.459,333.508,82.3,23,221.191,6.93,0,0,0,0,115.229,0,,11.805,1,,1.5725,1,0
